metric,rank,prefecture,value,R4,R5,R6,R4_R6_change
R6有価証券/標準財政規模,28,山形県,0.6570631509685138,1157.921,1789.445,2204.756,1046.8349999999998
R6有価証券/標準財政規模,29,新潟県,0.5293041982177332,21.402,3461.402,2961.403,2940.0009999999997
R6有価証券/標準財政規模,30,三重県,0.5283900004252506,1830.891,2115.587,2423.694,592.8029999999999
R6有価証券/標準財政規模,31,北海道,0.4709288833857853,6490.0,6490.0,6490.0,0.0
R6有価証券/標準財政規模,32,兵庫県,0.4605152404182883,5866.0,5638.0,5301.0,-565.0
R6有価証券/標準財政規模,33,群馬県,0.4244535460369617,3447.664,2845.916,1996.961,-1450.7030000000002
R6有価証券/標準財政規模,34,★愛媛県,0.4147765463436236,1540.315,1540.314,1540.314,-0.0009999999999763531
R6有価証券/標準財政規模,35,福井県,0.3330868194792014,900.0,900.0,900.0,0.0
R6有価証券/標準財政規模,36,大阪府,0.2853263562253348,6428.604,5904.284,4996.836,-1431.768
R6有価証券/標準財政規模,37,愛知県,0.2844549828067072,4200.0,4196.504,4196.504,-3.4960000000000946
R6有価証券/標準財政規模,38,徳島県,0.2711936976094579,706.514,706.514,706.514,0.0
R6有価証券/標準財政規模,39,京都府,0.21625318966696847,1999.712,1999.712,1200.0,-799.712
R6有価証券/標準財政規模,40,千葉県,0.008477925950022076,100.0,100.0,100.0,0.0
R6有価証券/標準財政規模,41,石川県,0.0031302872268721784,10.029,10.029,10.029,0.0
R6有価証券/標準財政規模,42,茨城県,0.0,0.0,0.0,0.0,0.0
R6有価証券/標準財政規模,43,和歌山県,0.0,0.0,0.0,0.0,0.0
R6有価証券/標準財政規模,44,広島県,0.0,0.0,0.0,0.0,0.0
R6有価証券/標準財政規模,45,山口県,0.0,0.0,0.0,0.0,0.0
R6有価証券/標準財政規模,46,香川県,0.0,0.0,0.0,0.0,0.0
R6有価証券/標準財政規模,47,佐賀県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,1,長崎県,47.227619627856875,8.861126865357647,47.00659350276412,56.08874649321452,47.227619627856875
R4→R6有価証券比率上昇幅,2,山梨県,23.04125395229,10.033893078958014,9.659076360679352,33.075147031248015,23.04125395229
R4→R6有価証券比率上昇幅,3,宮崎県,19.544921162559316,15.389766737193671,13.27638112211752,34.93468789975299,19.544921162559316
R4→R6有価証券比率上昇幅,4,奈良県,17.147833344466996,6.637800535195801,18.195240871950418,23.785633879662797,17.147833344466996
R4→R6有価証券比率上昇幅,5,秋田県,7.98444152321507,0.9493042330205984,1.345767490110179,8.933745756235668,7.98444152321507
R4→R6有価証券比率上昇幅,6,宮城県,7.517161978825301,2.5297573984985613,5.825552257638007,10.046919377323862,7.517161978825301
R4→R6有価証券比率上昇幅,7,鹿児島県,7.456729201360478,6.977667793519597,11.623657724607906,14.434396994880075,7.456729201360478
R4→R6有価証券比率上昇幅,8,東京都,5.436414931472982,4.281761413729789,4.01401121010418,9.718176345202771,5.436414931472982
R4→R6有価証券比率上昇幅,9,岩手県,4.950244243181686,8.256435456085827,9.831415442358518,13.206679699267513,4.950244243181686
R4→R6有価証券比率上昇幅,10,静岡県,4.019511451753623,18.770511759332553,20.214366821576427,22.790023211086176,4.019511451753623
R4→R6有価証券比率上昇幅,11,栃木県,3.4275005996753505,6.686337189227394,6.929339423829414,10.113837788902744,3.4275005996753505
R4→R6有価証券比率上昇幅,12,鳥取県,2.8499962089316835,10.639897533838,13.31002449640602,13.489893742769684,2.8499962089316835
R4→R6有価証券比率上昇幅,13,熊本県,2.5597352420501878,39.757115042798155,42.799690765098475,42.31685028484834,2.5597352420501878
R4→R6有価証券比率上昇幅,14,新潟県,2.1738609610271302,0.019034711381986306,2.6104691668919546,2.1928956724091164,2.1738609610271302
R4→R6有価証券比率上昇幅,15,山形県,2.094443464375054,1.6581086385564,2.530304885021434,3.7525521029314537,2.094443464375054
R4→R6有価証券比率上昇幅,16,福島県,1.4190799219620676,14.85316665581651,14.908729449685351,16.272246577778578,1.4190799219620676
R4→R6有価証券比率上昇幅,17,岡山県,1.3388064230695829,10.968098038085127,12.316590089808157,12.30690446115471,1.3388064230695829
R4→R6有価証券比率上昇幅,18,島根県,1.044957914403426,55.09226422398441,51.74163183906549,56.137222138387834,1.044957914403426
R4→R6有価証券比率上昇幅,19,大分県,0.9647598486440998,51.00123817068276,49.52018029815966,51.96599801932686,0.9647598486440998
R4→R6有価証券比率上昇幅,20,滋賀県,0.6278742580122141,2.686468800780638,2.4641608543370155,3.314343058792852,0.6278742580122141
R4→R6有価証券比率上昇幅,21,三重県,0.12663379255605278,1.920127968049853,1.9674022250604057,2.046761760605906,0.12663379255605278
R4→R6有価証券比率上昇幅,22,茨城県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,23,和歌山県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,24,広島県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,25,山口県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,26,香川県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,27,佐賀県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券比率上昇幅,28,千葉県,-0.0027625614888407563,0.025797978624666887,0.024699869111688595,0.02303541713582613,-0.0027625614888407563
R4→R6有価証券比率上昇幅,29,石川県,-0.0036719352061638146,0.007418639132205187,0.007000581196920547,0.0037467039260413726,-0.0036719352061638146
R4→R6有価証券比率上昇幅,30,高知県,-0.028845568405722943,4.340828870508346,2.290080610180293,4.3119833021026235,-0.028845568405722943
R4→R6有価証券比率上昇幅,31,徳島県,-0.08442143234668975,0.8042660842886256,0.7752935637819347,0.7198446519419358,-0.08442143234668975
R4→R6有価証券比率上昇幅,32,★愛媛県,-0.1476943453726931,1.33047980168987,1.192298175218278,1.182785456317177,-0.1476943453726931
R4→R6有価証券比率上昇幅,33,福岡県,-0.168908035501941,10.266782136036511,9.73015613081806,10.09787410053457,-0.168908035501941
R4→R6有価証券比率上昇幅,34,愛知県,-0.29253322420482186,1.1177933537077076,1.1586958993762215,0.8252601295028857,-0.29253322420482186
R4→R6有価証券比率上昇幅,35,大阪府,-0.3378020419360157,1.3524447405246884,1.2787732005386043,1.0146426985886727,-0.3378020419360157
R4→R6有価証券比率上昇幅,36,福井県,-0.39314848529437274,2.461644905588943,1.9054052260226613,2.0684964202945704,-0.39314848529437274
R4→R6有価証券比率上昇幅,37,青森県,-0.4192870868596037,2.420175333255432,1.4264122269591684,2.0008882463958284,-0.4192870868596037
R4→R6有価証券比率上昇幅,38,長野県,-0.487438578799229,4.867867908058489,4.334485108677065,4.38042932925926,-0.487438578799229
R4→R6有価証券比率上昇幅,39,北海道,-0.5397251851035492,4.7405584401216565,4.242694881864581,4.200833255018107,-0.5397251851035492
R4→R6有価証券比率上昇幅,40,神奈川県,-0.6055964316127707,4.961510684914895,4.514782479998253,4.3559142533021245,-0.6055964316127707
R4→R6有価証券比率上昇幅,41,沖縄県,-0.7859563270017702,6.374765243577779,5.771280394917061,5.588808916576009,-0.7859563270017702
R4→R6有価証券比率上昇幅,42,兵庫県,-1.2711099768976766,5.592703164142844,4.274146031043385,4.321593187245168,-1.2711099768976766
R4→R6有価証券比率上昇幅,43,埼玉県,-1.3672414634760486,64.25627756251583,62.19266228734729,62.889036099039785,-1.3672414634760486
R4→R6有価証券比率上昇幅,44,群馬県,-2.1829305123468,3.805650590803151,2.238946106559594,1.622720078456351,-2.1829305123468
R4→R6有価証券比率上昇幅,45,富山県,-5.240845646713472,13.693707222087697,23.583948439220645,8.452861575374225,-5.240845646713472
R4→R6有価証券比率上昇幅,46,京都府,-7.594234199668726,10.525141790130762,7.321624662314652,2.9309075904620356,-7.594234199668726
R4→R6有価証券比率上昇幅,47,岐阜県,-15.09671100083603,31.29443176772987,37.85677934090304,16.197720766893838,-15.09671100083603
R4→R6有価証券残高増加額,1,東京都,144571.8,101115.157,104115.157,245686.957,144571.8
R4→R6有価証券残高増加額,2,長崎県,46771.026000000005,8731.56,47223.944,55502.586,46771.026000000005
R4→R6有価証券残高増加額,3,奈良県,31700.1,12499.9,34200.0,44200.0,31700.1
R4→R6有価証券残高増加額,4,宮崎県,27668.63,20864.607,18875.165,48533.237,27668.63
R4→R6有価証券残高増加額,5,山梨県,23999.106000000003,9302.963,9302.516,33302.069,23999.106000000003
R4→R6有価証券残高増加額,6,埼玉県,20325.252999999997,167836.135,177178.645,188161.388,20325.252999999997
R4→R6有価証券残高増加額,7,宮城県,13149.569000000001,5015.725,11964.82,18165.294,13149.569000000001
R4→R6有価証券残高増加額,8,鹿児島県,11346.709000000003,6994.513,12422.422,18341.222,11346.709000000003
R4→R6有価証券残高増加額,9,秋田県,6000.0,650.0,1050.0,6650.0,6000.0
R4→R6有価証券残高増加額,10,岩手県,5800.0,9212.076,11612.076,15012.076,5800.0
R4→R6有価証券残高増加額,11,島根県,5363.521000000001,24892.162,27263.414,30255.683,5363.521000000001
R4→R6有価証券残高増加額,12,栃木県,4406.689,7130.0,8340.0,11536.689,4406.689
R4→R6有価証券残高増加額,13,静岡県,4073.5449999999983,26575.589,28050.832,30649.134,4073.5449999999983
R4→R6有価証券残高増加額,14,福島県,3988.3099999999977,78494.755,78494.755,82483.065,3988.3099999999977
R4→R6有価証券残高増加額,15,新潟県,2940.0009999999997,21.402,3461.402,2961.403,2940.0009999999997
R4→R6有価証券残高増加額,16,大分県,2196.152000000002,41400.047,41615.833,43596.199,2196.152000000002
R4→R6有価証券残高増加額,17,鳥取県,1641.490999999999,6650.211,8457.398,8291.702,1641.490999999999
R4→R6有価証券残高増加額,18,岡山県,1490.8809999999994,12003.209,13080.306,13494.09,1490.8809999999994
R4→R6有価証券残高増加額,19,熊本県,1127.199999999997,43172.419,42350.303,44299.619,1127.199999999997
R4→R6有価証券残高増加額,20,山形県,1046.8349999999998,1157.921,1789.445,2204.756,1046.8349999999998
R4→R6有価証券残高増加額,21,滋賀県,767.1749999999997,2377.909,2276.591,3145.084,767.1749999999997
R4→R6有価証券残高増加額,22,三重県,592.8029999999999,1830.891,2115.587,2423.694,592.8029999999999
R4→R6有価証券残高増加額,23,神奈川県,469.7440000000024,16926.065,17002.196,17395.809,469.7440000000024
R4→R6有価証券残高増加額,24,長野県,331.21699999999964,6088.71,6238.774,6419.927,331.21699999999964
R4→R6有価証券残高増加額,25,青森県,14.842999999999847,3230.157,2130.0,3245.0,14.842999999999847
R4→R6有価証券残高増加額,26,北海道,0.0,6490.0,6490.0,6490.0,0.0
R4→R6有価証券残高増加額,27,茨城県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券残高増加額,28,千葉県,0.0,100.0,100.0,100.0,0.0
R4→R6有価証券残高増加額,29,石川県,0.0,10.029,10.029,10.029,0.0
R4→R6有価証券残高増加額,30,福井県,0.0,900.0,900.0,900.0,0.0
R4→R6有価証券残高増加額,31,和歌山県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券残高増加額,32,広島県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券残高増加額,33,山口県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券残高増加額,34,徳島県,0.0,706.514,706.514,706.514,0.0
R4→R6有価証券残高増加額,35,香川県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券残高増加額,36,佐賀県,0.0,0.0,0.0,0.0,0.0
R4→R6有価証券残高増加額,37,★愛媛県,-0.0009999999999763531,1540.315,1540.314,1540.314,-0.0009999999999763531
R4→R6有価証券残高増加額,38,愛知県,-3.4960000000000946,4200.0,4196.504,4196.504,-3.4960000000000946
R4→R6有価証券残高増加額,39,高知県,-80.40000000000009,2359.707,1243.334,2279.307,-80.40000000000009
R4→R6有価証券残高増加額,40,福岡県,-200.0,18491.986,18491.986,18291.986,-200.0
R4→R6有価証券残高増加額,41,沖縄県,-463.6290000000008,9861.879,9267.25,9398.25,-463.6290000000008
R4→R6有価証券残高増加額,42,兵庫県,-565.0,5866.0,5638.0,5301.0,-565.0
R4→R6有価証券残高増加額,43,京都府,-799.712,1999.712,1999.712,1200.0,-799.712
R4→R6有価証券残高増加額,44,大阪府,-1431.768,6428.604,5904.284,4996.836,-1431.768
R4→R6有価証券残高増加額,45,群馬県,-1450.7030000000002,3447.664,2845.916,1996.961,-1450.7030000000002
R4→R6有価証券残高増加額,46,富山県,-2942.365,8307.497,14484.314,5365.132,-2942.365
R4→R6有価証券残高増加額,47,岐阜県,-14993.623,31990.337,41490.337,16996.714,-14993.623
R6現金・預金比率,1,和歌山県,100.0,0.0,0.0,0.0,0.0
R6現金・預金比率,2,香川県,100.0,0.0,0.0,0.0,0.0
R6現金・預金比率,3,千葉県,99.97696458286417,100.0,100.0,100.0,-0.0027625614888407563
R6現金・預金比率,4,山口県,99.97514649605117,0.0,0.0,0.0,0.0
R6現金・預金比率,5,佐賀県,99.92011850194721,0.0,0.0,0.0,0.0
R6現金・預金比率,6,茨城県,99.91699608319743,0.0,0.0,0.0,0.0
R6現金・預金比率,7,石川県,99.74994552541303,10.029,10.029,10.029,-0.0036719352061638146
R6現金・預金比率,8,広島県,99.36796896083705,0.0,0.0,0.0,0.0
R6現金・預金比率,9,徳島県,99.2320036366259,706.514,706.514,706.514,-0.08442143234668975
R6現金・預金比率,10,愛知県,99.1199524041777,4200.0,4196.504,4196.504,-0.29253322420482186
R6現金・預金比率,11,★愛媛県,98.81721454368282,1540.315,1540.314,1540.314,-0.1476943453726931
R6現金・預金比率,12,大阪府,98.57956751507699,6428.604,5904.284,4996.836,-0.3378020419360157
R6現金・預金比率,13,群馬県,98.32023089263015,3447.664,2845.916,1996.961,-2.1829305123468
R6現金・預金比率,14,三重県,97.9532382393941,1830.891,2115.587,2423.694,0.12663379255605278
R6現金・預金比率,15,青森県,97.93955619361452,3230.157,2130.0,3245.0,-0.4192870868596037
R6現金・預金比率,16,福井県,97.93150357970542,900.0,900.0,900.0,-0.39314848529437274
R6現金・預金比率,17,新潟県,97.74873059096953,21.402,3461.402,2961.403,2.1738609610271302
R6現金・預金比率,18,京都府,97.06909240953796,1999.712,1999.712,1200.0,-7.594234199668726
R6現金・預金比率,19,滋賀県,96.50755764900755,2377.909,2276.591,3145.084,0.6278742580122141
R6現金・預金比率,20,山形県,96.20293651231854,1157.921,1789.445,2204.756,2.094443464375054
R6現金・預金比率,21,北海道,95.79916674498189,6490.0,6490.0,6490.0,-0.5397251851035492
R6現金・預金比率,22,神奈川県,95.59095733221712,16926.065,17002.196,17395.809,-0.6055964316127707
R6現金・預金比率,23,長野県,95.58315674384657,6088.71,6238.774,6419.927,-0.487438578799229
R6現金・預金比率,24,高知県,95.16488976912885,2359.707,1243.334,2279.307,-0.028845568405722943
R6現金・預金比率,25,沖縄県,94.411191083424,9861.879,9267.25,9398.25,-0.7859563270017702
R6現金・預金比率,26,兵庫県,93.81783091468684,5866.0,5638.0,5301.0,-1.2711099768976766
R6現金・預金比率,27,富山県,91.35259032160606,8307.497,14484.314,5365.132,-5.240845646713472
R6現金・預金比率,28,秋田県,90.71980627017835,650.0,1050.0,6650.0,7.98444152321507
R6現金・預金比率,29,宮城県,89.95308062267613,5015.725,11964.82,18165.294,7.517161978825301
R6現金・預金比率,30,福岡県,89.85946604739321,18491.986,18491.986,18291.986,-0.168908035501941
R6現金・預金比率,31,栃木県,89.62891208720005,7130.0,8340.0,11536.689,3.4275005996753505
R6現金・預金比率,32,岡山県,87.69309553884528,12003.209,13080.306,13494.09,1.3388064230695829
R6現金・預金比率,33,鳥取県,86.51010625723032,6650.211,8457.398,8291.702,2.8499962089316835
R6現金・預金比率,34,東京都,86.0914262269222,101115.157,104115.157,245686.957,5.436414931472982
R6現金・預金比率,35,鹿児島県,85.53987544606417,6994.513,12422.422,18341.222,7.456729201360478
