prefecture,prefecture_code,fiscal_year,fund_total_million_yen,fiscal_adjustment_fund_million_yen,debt_reduction_fund_million_yen,other_specific_funds_million_yen,cash_deposit_million_yen,trust_million_yen,securities_million_yen,local_bonds_million_yen,equity_contributions_million_yen,source_other_million_yen,other_assets_million_yen,standard_financial_scale_million_yen,revenue_total_million_yen,expenditure_total_million_yen,securities_ratio_pct,cash_deposit_ratio_pct,local_bond_ratio_pct,local_bond_share_of_securities_pct,fund_to_standard_scale_pct,securities_to_standard_scale_pct,securities_ratio_yoy_change_pt
愛知県,230006,2023,362174.752,152161.312,100057.16,109956.28,357725.591,0.0,4196.504,4196.504,0.0,252.657,252.657,1440405.836,2620933.437,2547795.499,1.1586958993762215,98.771543025727,1.1586958993762215,100.0,25.143938114396807,0.2913417798732107,0.04090254566851392
三重県,240001,2023,107532.002,51334.021,21159.727,35038.254,105416.415,0.0,2115.587,2115.587,0.0,0.0,0.0,450753.939,807571.927,764500.853,1.9674022250604057,98.03259777493959,1.9674022250604057,100.0,23.856031572028037,0.4693440959591925,0.047274257010552656
滋賀県,250007,2023,92388.084,31816.116,12290.311,48281.657,89942.781,0.0,2276.591,0.0,0.0,168.712,168.712,352918.448,620385.624,611976.612,2.4641608543370155,97.35322685120302,0.0,0.0,26.178309613330274,0.6450756578188285,-0.2223079464436224
京都府,260002,2023,27312.408,521.061,0.0,26791.347,25312.696,0.0,1999.712,1200.0,0.0,0.0,0.0,540357.771,1042685.775,1024886.167,7.321624662314652,92.67837533768535,4.393607476865459,60.00864124433919,5.054504527519787,0.3700718500446994,-3.2035171278161103
大阪府,270008,2023,461714.712,334935.641,9904.106,116874.965,453957.238,0.0,5904.284,2212.473,0.0,1853.19,1853.19,1707056.365,3358436.064,3325569.052,1.2787732005386043,98.31985557349968,0.479186160305847,37.47233364790718,27.047420428908918,0.34587516388189093,-0.07367153998608411
兵庫県,280003,2023,131909.391,24392.345,0.0,107517.046,124041.494,0.0,5638.0,0.0,0.0,2229.897,2229.897,1121332.872,2444905.048,2417645.312,4.274146031043385,94.03537766314152,0.0,0.0,11.763624726770697,0.502794499366108,-1.3185571330994597
奈良県,290009,2023,187961.238,25666.3,16027.732,146267.206,153677.958,0.0,34200.0,0.0,0.0,83.28,83.28,339864.651,546695.998,536284.251,18.195240871950418,81.76045212045263,0.0,0.0,55.30473305974972,10.062829393810656,11.557440336754617
和歌山県,300004,2023,81509.951,9632.609,21004.629,50872.713,81509.951,0.0,0.0,0.0,0.0,0.0,0.0,306373.803,636274.296,608065.885,0.0,100.0,0.0,,26.604739113415643,0.0,0.0
鳥取県,310000,2023,63541.566,4003.605,10138.464,49399.497,55084.168,0.0,8457.398,8457.398,0.0,0.0,0.0,218367.059,389626.524,370967.375,13.31002449640602,86.68997550359397,13.31002449640602,100.0,29.098512518776925,3.8730191443389814,2.6701269625680197
島根県,320005,2023,52691.446,17876.017,9838.266,24977.163,25428.032,0.0,27263.414,3070.734,0.0,0.0,0.0,276422.24,561454.234,528059.488,51.74163183906549,48.25836816093451,5.8277656680744725,11.263204234069878,19.06194161511751,9.862959651871716,-3.3506323849189172
岡山県,330001,2023,106200.709,30461.959,19848.456,55890.294,93120.403,0.0,13080.306,8564.638,0.0,0.0,0.0,432540.929,730821.476,721336.38,12.316590089808157,87.68340991019184,8.064577045337805,65.47735198243834,24.552753711776486,3.0240620304396675,1.3484920517230297
広島県,340006,2023,161571.735,30397.167,12526.28,118648.288,160557.972,0.0,0.0,0.0,0.0,1013.763,1013.763,588217.627,1124841.043,1102901.381,0.0,99.37256166742284,0.0,,27.4680199272573,0.0,0.0
山口県,350001,2023,74082.008,22381.245,2415.429,49285.334,74059.339,0.0,0.0,0.0,0.0,22.669,22.669,377054.808,712962.097,678580.641,0.0,99.96940012749114,0.0,,19.647543653653663,0.0,0.0
徳島県,360007,2023,91128.578,18973.782,27757.056,44397.74,90376.601,0.0,706.514,0.0,0.0,45.463,45.463,256922.987,531810.865,500502.981,0.7752935637819347,99.17481758576328,0.0,0.0,35.46921942021482,0.27499057528861753,-0.028972520506690858
香川県,370002,2023,79579.205,16710.988,30750.489,32117.728,79579.205,0.0,0.0,0.0,0.0,0.0,0.0,270112.017,477854.963,462664.477,0.0,100.0,0.0,,29.461556684462508,0.0,0.0
愛媛県,380008,2023,129188.657,27371.587,21052.817,80764.253,127648.343,0.0,1540.314,0.0,0.0,0.0,0.0,363639.715,765414.818,740769.253,1.192298175218278,98.80770182478172,0.0,0.0,35.52655325340358,0.42358244615828056,-0.13818162647159205
高知県,390003,2023,54292.15,22075.898,14605.417,17610.835,52793.355,0.0,1243.334,0.0,0.0,255.461,255.461,269981.457,483884.519,473554.741,2.290080610180293,97.23938911978988,0.0,0.0,20.109584785298793,0.46052570195589404,-2.0507482603280534
福岡県,400009,2023,190048.194,47365.007,60206.489,82476.698,171481.082,0.0,18491.986,3442.064,0.0,75.126,75.126,1007208.352,2054311.22,1993404.74,9.73015613081806,90.23031389606365,1.811153227796524,18.61381465462931,18.868806401637144,1.8359643229010874,-0.5366260052184515
佐賀県,410004,2023,75455.768,17797.312,17165.734,40492.722,75404.032,0.0,0.0,0.0,0.0,51.736,51.736,267714.418,555571.022,539531.062,0.0,99.93143532778039,0.0,,28.185171558447774,0.0,0.0
長崎県,420000,2023,100462.383,13211.507,32650.463,54600.413,53238.439,0.0,47223.944,19360.28,0.0,0.0,0.0,390235.323,747602.171,731783.777,47.00659350276412,52.99340649723588,19.271173370434582,40.99674521043816,25.744051621897903,12.101401697047297,38.14546663740647
熊本県,430005,2023,98950.021,1793.119,49061.455,48095.447,56550.731,0.0,42350.303,22793.095,0.0,48.987,48.987,440447.592,954296.621,903825.031,42.799690765098475,57.1508024237812,23.034957213399686,53.82038234767765,22.465787711696695,9.615287668549678,3.0425757223003203
大分県,440001,2023,84038.129,14810.773,23185.142,46042.214,42145.232,0.0,41615.833,0.0,0.0,277.064,277.064,334661.515,710291.97,676738.407,49.52018029815966,50.15013125768186,0.0,0.0,25.1113812713123,12.435201280912148,-1.4810578725231025
宮崎県,450006,2023,142171.009,20546.404,45070.192,76554.413,123158.019,0.0,18875.165,900.0,0.0,137.825,137.825,332887.667,685628.744,656385.854,13.27638112211752,86.62667576622461,0.6330404534162095,4.768170238511822,42.70840379316305,5.670130458753222,-2.113385615076151
鹿児島県,460001,2023,106871.884,17572.049,7444.862,81854.973,94416.904,0.0,12422.422,11338.605,0.0,32.558,32.558,483573.931,901447.777,856075.115,11.623657724607906,88.34587776145126,10.609530379383973,91.27531652040157,22.10042294442874,2.5688775187511093,4.645989931088309
沖縄県,470007,2023,160575.286,41961.717,39814.538,78799.031,151308.036,0.0,9267.25,5558.717,0.0,0.0,0.0,407514.427,862154.876,846256.545,5.771280394917061,94.22871960508293,3.4617512684984413,59.982378807089475,39.40358312762262,2.274091267939331,-0.6034848486607185
北海道,010006,2024,154493.159,35321.948,67636.688,51534.523,148003.159,0.0,6490.0,0.0,0.0,0.0,0.0,1378127.405,2825928.611,2803025.736,4.200833255018107,95.79916674498189,0.0,0.0,11.210368391157566,0.4709288833857853,-0.04186162684647332
青森県,020001,2024,162177.973,20393.806,23056.321,118727.846,158836.387,0.0,3245.0,3245.0,0.0,96.586,96.586,382634.998,721053.199,691728.176,2.0008882463958284,97.93955619361452,2.0008882463958284,100.0,42.38451104778449,0.8480666998474613,0.57447601943666
岩手県,030007,2024,113670.327,30979.068,36311.274,46379.985,0.0,0.0,15012.076,4140.0,0.0,98658.251,98658.251,394089.258,804926.643,757986.98,13.206679699267513,0.0,3.6421114544695556,27.577798034062713,28.843802436249106,3.8093086008449384,3.375264256908995
